Frame,Pillar1,Pillar2,Pillar3
233,115.4199,67.3858,39.0305
234,109.4712,61.2326,36.7391
235,103.6825,55.2555,35.8407
236,98.1223,49.5262,36.3645
237,92.8588,44.1163,38.1175
238,87.96,39.0968,-40.7558
239,83.4943,34.5384,-43.8932
240,79.5296,30.5103,-47.1738
241,76.1336,27.0798,-50.2967
242,73.3743,24.3108,-53.0164
243,71.3196,22.2631,-55.1348
244,70.0369,20.9928,-56.4938
245,69.5943,20.5561,-56.9692
246,69.5943,20.5561,-56.9692
247,69.5943,20.5561,-56.9692
248,69.5943,20.5561,-56.9692
249,69.5943,20.5561,-56.9692
250,69.5943,20.5561,-56.9692
